year,contract_id,C-Adult BMI Assessment,C-Annual Flu Vaccine,C-Breast Cancer Screening,C-Call Center - Foreign Language Interpreter and TTY Availability,C-Care Coordination,C-Care for Older Adults - Functional Status Assessment,C-Care for Older Adults - Medication Review,C-Care for Older Adults - Pain Assessment,C-Colorectal Cancer Screening,C-Complaints about the Health Plan,C-Customer Service,C-Diabetes Care - Blood Sugar Controlled,C-Diabetes Care - Eye Exam,C-Diabetes Care - Kidney Disease Monitoring,C-Getting Appointments and Care Quickly,C-Getting Needed Care,C-Health Plan Quality Improvement,C-Improving Bladder Control,C-Improving or Maintaining Mental Health,C-Improving or Maintaining Physical Health,C-Medication Reconciliation Post-Discharge,C-Members Choosing to Leave the Plan,C-Monitoring Physical Activity,C-Osteoporosis Management in Women who had a Fracture,C-Plan All-Cause Readmissions,C-Plan Makes Timely Decisions about Appeals,C-Rating of Health Care Quality,C-Rating of Health Plan,C-Reducing the Risk of Falling,C-Reviewing Appeals Decisions,C-Rheumatoid Arthritis Management,C-Special Needs Plan (SNP) Care Management,C-Statin Therapy for Patients with Cardiovascular Disease,D-Appeals Auto-Forward,D-Appeals Upheld,D-Call Center - Foreign Language Interpreter and TTY Availability,D-Complaints about the Drug Plan,D-Drug Plan Quality Improvement,D-Getting Needed Prescription Drugs,D-MPF Price Accuracy,D-MTM Program Completion Rate for CMR,D-Medication Adherence for Cholesterol (Statins),D-Medication Adherence for Diabetes Medications,D-Medication Adherence for Hypertension (RAS antagonists),D-Members Choosing to Leave the Plan,D-Rating of Drug Plan,D-Statin Use in Persons with Diabetes (SUPD),Financial Reasons for Disenrollment,Problems Getting Information and Help from the Plan,"Problems Getting Needed Care, Coverage, and Cost Information",Problems with Coverage of Doctors and Hospitals,Problems with Prescription Drug Benefits and Coverage
2022,H4497,,78.0,73.0,97.0,88.0,,,,81.0,0.02,93.0,86.0,74.0,95.0,83.0,85.0,,50.0,,,59.0,8.0,53.0,18.0,,100.0,89.0,89.0,54.0,87.0,82.0,,85.0,,,98.0,0.02,,93.0,98.0,83.0,90.0,88.0,91.0,8.0,89.0,82.0,25.0,4.0,7.0,47.0,6.0
2022,H4506,,78.0,72.0,97.0,87.0,,,,74.0,0.16,,73.0,73.0,97.0,78.0,85.0,,38.0,,,64.0,13.0,48.0,44.0,,96.0,89.0,87.0,57.0,98.0,78.0,,85.0,,,95.0,0.16,,93.0,93.0,91.0,88.0,87.0,88.0,13.0,91.0,88.0,16.0,19.0,25.0,30.0,11.0
2022,H4513,,80.0,78.0,97.0,85.0,,97.0,96.0,87.0,0.12,90.0,85.0,80.0,100.0,76.0,84.0,,46.0,,,86.0,8.0,47.0,71.0,,97.0,88.0,90.0,54.0,97.0,79.0,69.0,86.0,,,97.0,0.12,,92.0,99.0,86.0,86.0,85.0,88.0,8.0,90.0,88.0,16.0,11.0,19.0,27.0,
2022,H4514,,67.0,69.0,99.0,85.0,,91.0,91.0,77.0,0.16,91.0,76.0,79.0,98.0,78.0,82.0,,45.0,,,46.0,10.0,51.0,41.0,,99.0,89.0,90.0,69.0,99.0,74.0,74.0,81.0,,,100.0,0.16,,92.0,93.0,91.0,84.0,85.0,85.0,10.0,87.0,84.0,17.0,10.0,11.0,17.0,7.0
2022,H4523,,72.0,69.0,100.0,86.0,,,,69.0,0.2,89.0,78.0,74.0,97.0,76.0,81.0,,41.0,,,95.0,20.0,53.0,51.0,,98.0,84.0,86.0,59.0,99.0,78.0,,85.0,,,96.0,0.2,,90.0,97.0,73.0,85.0,85.0,86.0,20.0,86.0,85.0,18.0,11.0,21.0,21.0,
2022,H4527,,78.0,78.0,99.0,85.0,,97.0,98.0,82.0,0.11,90.0,89.0,79.0,98.0,74.0,81.0,,43.0,,,73.0,15.0,51.0,70.0,,100.0,87.0,88.0,58.0,99.0,76.0,76.0,85.0,,,100.0,0.11,,91.0,93.0,82.0,85.0,85.0,87.0,15.0,88.0,87.0,22.0,11.0,21.0,34.0,10.0
2022,H4537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H4544,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,
2022,H4590,,79.0,80.0,99.0,88.0,,95.0,96.0,84.0,0.11,91.0,85.0,82.0,98.0,80.0,84.0,,46.0,,,70.0,9.0,56.0,51.0,,99.0,89.0,90.0,55.0,99.0,76.0,73.0,84.0,,,100.0,0.11,,91.0,93.0,80.0,87.0,84.0,88.0,9.0,89.0,88.0,10.0,11.0,15.0,20.0,7.0
2022,H4604,,81.0,74.0,100.0,87.0,,100.0,100.0,82.0,0.09,90.0,85.0,80.0,97.0,82.0,84.0,,44.0,,,73.0,7.0,53.0,53.0,,99.0,88.0,88.0,51.0,98.0,85.0,81.0,87.0,,,100.0,0.09,,92.0,94.0,82.0,89.0,87.0,89.0,7.0,86.0,82.0,27.0,14.0,17.0,23.0,
2022,H4605,,83.0,69.0,100.0,88.0,,,,85.0,0.01,93.0,87.0,78.0,93.0,82.0,86.0,,54.0,,,65.0,3.0,56.0,30.0,,100.0,88.0,90.0,51.0,100.0,84.0,,88.0,,,95.0,0.01,,93.0,95.0,81.0,88.0,86.0,88.0,3.0,85.0,81.0,36.0,8.0,10.0,9.0,
2022,H4623,,72.0,71.0,100.0,88.0,,,,79.0,0.05,91.0,82.0,73.0,95.0,79.0,84.0,,37.0,,,93.0,13.0,43.0,54.0,,100.0,86.0,87.0,49.0,95.0,81.0,,79.0,,,98.0,0.05,,89.0,90.0,85.0,88.0,88.0,90.0,13.0,87.0,78.0,20.0,11.0,11.0,13.0,8.0
2022,H4624,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,
2022,H4675,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2022,H4676,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,72.0,90.0,84.0,84.0,86.0,,,88.0,,,,,
2022,H4699,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,
2022,H4709,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,82.0,,75.0,,90.0,,,,,,,,
2022,H4711,,68.0,71.0,100.0,82.0,,,,69.0,0.36,90.0,78.0,68.0,94.0,77.0,79.0,,,,,92.0,21.0,,,,97.0,85.0,86.0,,100.0,54.0,,81.0,,,96.0,0.36,,88.0,97.0,76.0,86.0,85.0,87.0,21.0,84.0,82.0,19.0,19.0,26.0,28.0,
2022,H4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H4754,,70.0,70.0,89.0,87.0,,,,74.0,0.03,96.0,80.0,70.0,96.0,82.0,83.0,,48.0,,,48.0,8.0,45.0,22.0,,97.0,87.0,89.0,43.0,88.0,79.0,,80.0,,,88.0,0.03,,93.0,97.0,87.0,88.0,85.0,87.0,8.0,86.0,73.0,30.0,3.0,4.0,10.0,6.0
2022,H4801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H4829,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,
2022,H4835,,68.0,71.0,100.0,82.0,,,,73.0,0.2,89.0,85.0,69.0,96.0,73.0,78.0,,,,,93.0,23.0,,,,100.0,83.0,86.0,,97.0,78.0,,83.0,,,96.0,0.2,,88.0,97.0,71.0,86.0,87.0,88.0,23.0,83.0,80.0,29.0,18.0,25.0,22.0,
2022,H4847,,72.0,76.0,97.0,85.0,,53.0,62.0,70.0,0.88,92.0,66.0,59.0,96.0,75.0,82.0,,48.0,,,60.0,35.0,54.0,,,97.0,86.0,86.0,50.0,100.0,76.0,78.0,82.0,,,95.0,0.88,,90.0,93.0,85.0,84.0,82.0,85.0,35.0,87.0,82.0,15.0,15.0,20.0,25.0,
2022,H4853,,63.0,56.0,95.0,,,,,62.0,0.31,90.0,78.0,61.0,97.0,74.0,78.0,,,,,56.0,20.0,45.0,,,14.0,85.0,87.0,,85.0,,,91.0,,,98.0,0.31,,90.0,79.0,91.0,82.0,80.0,83.0,20.0,88.0,84.0,20.0,18.0,25.0,42.0,
2022,H4868,,68.0,65.0,97.0,,,81.0,87.0,64.0,0.39,88.0,70.0,66.0,94.0,73.0,81.0,,,,,55.0,27.0,47.0,58.0,,96.0,,85.0,65.0,97.0,69.0,59.0,85.0,,,95.0,0.39,,,94.0,86.0,81.0,82.0,83.0,27.0,85.0,85.0,21.0,17.0,25.0,37.0,
2022,H4875,,80.0,79.0,98.0,87.0,,,,83.0,0.11,92.0,84.0,75.0,95.0,81.0,84.0,,50.0,,,86.0,8.0,49.0,63.0,,90.0,87.0,87.0,45.0,92.0,80.0,,82.0,,,98.0,0.11,,93.0,99.0,74.0,87.0,87.0,89.0,8.0,86.0,81.0,32.0,7.0,7.0,9.0,10.0
2022,H4882,,88.0,83.0,87.0,88.0,,,,82.0,0.04,93.0,88.0,82.0,95.0,85.0,87.0,,48.0,,,94.0,5.0,55.0,19.0,,100.0,89.0,89.0,52.0,100.0,93.0,,89.0,,,89.0,0.04,,91.0,96.0,88.0,91.0,91.0,91.0,5.0,85.0,85.0,31.0,8.0,11.0,23.0,8.0
2022,H4909,,84.0,81.0,99.0,86.0,,,,80.0,0.07,91.0,75.0,78.0,95.0,79.0,85.0,,53.0,,,74.0,0.0,55.0,30.0,,86.0,88.0,88.0,55.0,96.0,85.0,,82.0,,,98.0,0.07,,88.0,75.0,80.0,89.0,89.0,90.0,0.0,82.0,81.0,36.0,15.0,19.0,11.0,
2022,H4922,,,57.0,92.0,,,91.0,91.0,52.0,0.17,,75.0,52.0,94.0,,,,,,,44.0,18.0,48.0,,,100.0,,,,100.0,,89.0,,,,84.0,0.17,,,98.0,90.0,81.0,81.0,85.0,18.0,,85.0,,,,,
2022,H4931,,66.0,64.0,94.0,85.0,,88.0,88.0,64.0,0.12,88.0,78.0,77.0,98.0,75.0,82.0,,,,,67.0,10.0,43.0,13.0,,97.0,86.0,88.0,61.0,87.0,76.0,63.0,82.0,,,94.0,0.12,,,96.0,92.0,82.0,84.0,83.0,10.0,87.0,82.0,8.0,11.0,10.0,13.0,
2022,H4937,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,82.0,,,,,,,,,,,,
2022,H4961,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,95.0,,91.0,87.0,92.0,,,84.0,,,,,
2022,H4982,,70.0,81.0,100.0,83.0,,,,81.0,0.52,89.0,81.0,71.0,96.0,76.0,77.0,,,,,74.0,20.0,,,,96.0,84.0,84.0,,100.0,71.0,,79.0,,,96.0,0.52,,89.0,97.0,79.0,87.0,86.0,87.0,20.0,86.0,83.0,21.0,22.0,27.0,38.0,
2022,H5008,,70.0,65.0,98.0,85.0,,89.0,96.0,71.0,0.16,90.0,77.0,77.0,95.0,76.0,78.0,,47.0,,,58.0,12.0,55.0,55.0,,99.0,86.0,87.0,68.0,98.0,78.0,72.0,85.0,,,100.0,0.16,,91.0,93.0,84.0,85.0,85.0,85.0,12.0,88.0,83.0,16.0,15.0,20.0,26.0,
2022,H5009,,80.0,74.0,100.0,87.0,,,,81.0,0.03,93.0,77.0,73.0,94.0,83.0,85.0,,51.0,,,55.0,5.0,53.0,36.0,,100.0,87.0,86.0,48.0,100.0,79.0,,85.0,,,95.0,0.03,,91.0,93.0,83.0,88.0,88.0,89.0,5.0,83.0,83.0,35.0,4.0,3.0,14.0,7.0
2022,H5010,,82.0,77.0,100.0,89.0,,,,79.0,0.09,93.0,85.0,75.0,93.0,84.0,86.0,,,,,59.0,,51.0,,,,88.0,88.0,,,,,,,,95.0,0.09,,94.0,95.0,89.0,89.0,91.0,90.0,,86.0,83.0,,,,,
2022,H5015,,,,91.0,,,,,,,,,,,,,,,,,,4.0,,,,96.0,,,,85.0,,,,,,92.0,,,,83.0,72.0,82.0,79.0,74.0,4.0,,79.0,,,,,
2022,H5042,,84.0,88.0,100.0,87.0,,,,86.0,0.03,94.0,86.0,91.0,97.0,83.0,87.0,,49.0,,,69.0,4.0,54.0,,,,90.0,92.0,47.0,,88.0,,87.0,,,100.0,0.03,,92.0,95.0,83.0,91.0,92.0,92.0,4.0,89.0,83.0,,,,,
2022,H5050,,85.0,78.0,100.0,87.0,,,,83.0,0.05,91.0,87.0,80.0,97.0,82.0,82.0,,47.0,,,88.0,2.0,50.0,66.0,,99.0,87.0,89.0,52.0,97.0,91.0,,87.0,,,97.0,0.05,,95.0,94.0,93.0,92.0,89.0,92.0,2.0,92.0,88.0,23.0,9.0,23.0,32.0,4.0
2022,H5087,,76.0,73.0,97.0,,,94.0,95.0,79.0,0.24,,80.0,80.0,97.0,,,,,,,69.0,16.0,56.0,74.0,,100.0,,86.0,64.0,100.0,74.0,47.0,85.0,,,95.0,0.24,,,93.0,85.0,87.0,88.0,88.0,16.0,85.0,88.0,17.0,15.0,15.0,23.0,9.0
2022,H5106,,78.0,71.0,98.0,87.0,,,,81.0,0.14,93.0,82.0,68.0,96.0,82.0,86.0,,52.0,,,69.0,6.0,38.0,,,100.0,88.0,90.0,51.0,100.0,79.0,,81.0,,,97.0,0.14,,92.0,99.0,84.0,87.0,87.0,89.0,6.0,88.0,81.0,,,,,
2022,H5117,,,,97.0,,,,,53.0,,,56.0,65.0,95.0,,,,,,,83.0,,40.0,,,,,,,,,87.0,,,,95.0,,,,86.0,93.0,83.0,78.0,84.0,,,72.0,,,,,
2022,H5126,,,,13.0,,,,,,,,65.0,61.0,98.0,,,,,,,3.0,,,,,,,,,,,,,,,27.0,,,,95.0,,85.0,81.0,86.0,,,88.0,,,,,
2022,H5140,,,,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,91.0,,,,,,95.0,,,,96.0,,85.0,82.0,91.0,,,63.0,,,,,
2022,H5141,,68.0,67.0,92.0,85.0,,,,73.0,0.29,89.0,79.0,76.0,98.0,77.0,82.0,,48.0,,,63.0,13.0,48.0,68.0,,93.0,86.0,87.0,58.0,93.0,75.0,,81.0,,,91.0,0.29,,92.0,92.0,83.0,81.0,81.0,85.0,13.0,86.0,82.0,23.0,17.0,21.0,24.0,18.0
2022,H5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H5178,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,
2022,H5190,,59.0,70.0,97.0,,,95.0,89.0,68.0,0.61,91.0,74.0,77.0,94.0,78.0,84.0,,,,,28.0,34.0,58.0,,,,,85.0,65.0,,,63.0,86.0,,,95.0,0.61,,,90.0,91.0,82.0,82.0,83.0,34.0,86.0,90.0,13.0,19.0,25.0,34.0,
2022,H5199,,57.0,67.0,97.0,84.0,,,,60.0,1.83,88.0,65.0,46.0,93.0,78.0,82.0,,42.0,,,57.0,39.0,44.0,,,,85.0,84.0,52.0,,47.0,,,,,95.0,1.83,,91.0,94.0,90.0,85.0,83.0,87.0,39.0,87.0,80.0,17.0,25.0,29.0,49.0,
2022,H5209,,85.0,56.0,95.0,87.0,,96.0,99.0,74.0,0.0,91.0,75.0,75.0,95.0,82.0,85.0,,57.0,,,86.0,3.0,46.0,,,,88.0,86.0,87.0,,,97.0,82.0,,,95.0,0.0,,92.0,69.0,90.0,93.0,88.0,90.0,3.0,91.0,84.0,,,,,
2022,H5211,,77.0,82.0,86.0,89.0,,97.0,96.0,79.0,0.02,94.0,78.0,78.0,96.0,82.0,85.0,,44.0,,,81.0,2.0,43.0,20.0,,99.0,88.0,90.0,48.0,85.0,87.0,74.0,87.0,,,94.0,0.02,,93.0,96.0,81.0,91.0,90.0,92.0,2.0,85.0,84.0,31.0,7.0,12.0,14.0,7.0
2022,H5215,,79.0,79.0,94.0,88.0,,95.0,99.0,80.0,0.03,93.0,90.0,78.0,97.0,85.0,88.0,,51.0,,,91.0,4.0,51.0,28.0,,93.0,88.0,89.0,50.0,83.0,87.0,74.0,83.0,,,97.0,0.03,,94.0,99.0,88.0,91.0,91.0,92.0,4.0,88.0,84.0,24.0,7.0,6.0,14.0,6.0
2022,H5216,,77.0,74.0,100.0,87.0,,96.0,99.0,81.0,0.09,,85.0,73.0,96.0,79.0,84.0,,49.0,,,81.0,12.0,53.0,46.0,,97.0,87.0,85.0,54.0,97.0,81.0,87.0,82.0,,,98.0,0.09,,92.0,90.0,85.0,88.0,87.0,89.0,12.0,86.0,82.0,28.0,12.0,17.0,28.0,
2022,H5232,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,
2022,H5253,,78.0,75.0,99.0,87.0,,95.0,96.0,80.0,0.1,91.0,86.0,75.0,97.0,82.0,85.0,,43.0,,,61.0,8.0,51.0,45.0,,100.0,89.0,88.0,51.0,98.0,82.0,79.0,84.0,,,100.0,0.1,,91.0,93.0,83.0,88.0,87.0,89.0,8.0,87.0,82.0,21.0,15.0,13.0,20.0,
2022,H5256,,82.0,81.0,,90.0,,,,79.0,0.0,95.0,90.0,82.0,95.0,86.0,91.0,,44.0,,,,2.0,43.0,,,,91.0,93.0,56.0,,,,,,,,,,,,,,,,,,,,,,,
2022,H5262,,84.0,81.0,97.0,91.0,,,,80.0,0.05,95.0,88.0,79.0,94.0,84.0,85.0,,47.0,,,85.0,2.0,50.0,47.0,,97.0,90.0,92.0,56.0,93.0,95.0,,91.0,,,100.0,0.05,,93.0,92.0,76.0,92.0,91.0,92.0,2.0,89.0,88.0,31.0,9.0,13.0,19.0,9.0
2022,H5264,,88.0,73.0,,90.0,,,,83.0,0.01,94.0,85.0,83.0,95.0,86.0,87.0,,43.0,,,,2.0,47.0,,,98.0,90.0,93.0,57.0,97.0,,,,,,,,,,,,,,,,,,,,,,
2022,H5273,,86.0,,98.0,88.0,,,,75.0,0.24,93.0,84.0,76.0,96.0,84.0,86.0,,41.0,,,68.0,12.0,58.0,,,100.0,89.0,87.0,49.0,94.0,,,,,,97.0,0.24,,91.0,96.0,86.0,89.0,86.0,91.0,12.0,86.0,86.0,,,,,
2022,H5280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H5294,,81.0,64.0,97.0,85.0,,100.0,96.0,69.0,0.71,91.0,72.0,74.0,97.0,78.0,84.0,,58.0,,,49.0,15.0,57.0,,,89.0,89.0,90.0,79.0,100.0,74.0,88.0,94.0,,,95.0,0.71,,,90.0,91.0,85.0,88.0,86.0,15.0,89.0,91.0,10.0,19.0,22.0,21.0,
2022,H5296,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2022,H5302,,54.0,85.0,100.0,,,100.0,91.0,74.0,,91.0,79.0,73.0,95.0,70.0,80.0,,,,,88.0,25.0,59.0,,,,,86.0,,,,88.0,,,,96.0,,,,96.0,76.0,86.0,96.0,88.0,25.0,83.0,89.0,,,,,
2022,H5322,,69.0,71.0,98.0,87.0,,93.0,96.0,78.0,0.1,92.0,76.0,82.0,99.0,78.0,84.0,,49.0,,,60.0,19.0,51.0,49.0,,99.0,89.0,91.0,68.0,97.0,82.0,75.0,85.0,,,100.0,0.1,,93.0,93.0,86.0,84.0,85.0,85.0,19.0,91.0,84.0,10.0,10.0,13.0,17.0,8.0
2022,H5325,,66.0,64.0,100.0,86.0,,100.0,87.0,70.0,0.62,90.0,80.0,78.0,93.0,79.0,83.0,,47.0,,,92.0,25.0,56.0,,,,88.0,88.0,67.0,,74.0,73.0,86.0,,,96.0,0.62,,90.0,94.0,83.0,87.0,85.0,88.0,25.0,87.0,81.0,15.0,26.0,21.0,21.0,
2022,H5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,H5373,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,
2022,H5374,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,
2022,H5377,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,90.0,,92.0,89.0,95.0,,,81.0,,,,,
2022,H5386,,79.0,83.0,92.0,88.0,,,,83.0,0.11,93.0,89.0,78.0,99.0,83.0,84.0,,49.0,,,72.0,4.0,54.0,,,100.0,90.0,91.0,49.0,96.0,82.0,,89.0,,,95.0,0.11,,93.0,97.0,82.0,87.0,85.0,91.0,4.0,89.0,86.0,,,,,
2022,H5398,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,91.0,90.0,85.0,80.0,82.0,,,71.0,,,,,
2022,H5410,,81.0,85.0,97.0,91.0,,97.0,97.0,85.0,0.12,93.0,84.0,92.0,98.0,84.0,90.0,,50.0,,,90.0,8.0,55.0,81.0,,98.0,94.0,93.0,68.0,98.0,89.0,75.0,90.0,,,98.0,0.12,,94.0,98.0,92.0,88.0,93.0,93.0,8.0,93.0,92.0,17.0,21.0,27.0,39.0,15.0
2022,H5420,,61.0,81.0,100.0,87.0,,96.0,96.0,82.0,0.1,91.0,89.0,83.0,98.0,75.0,82.0,,55.0,,,82.0,11.0,61.0,82.0,,100.0,89.0,90.0,67.0,97.0,82.0,79.0,87.0,,,100.0,0.1,,92.0,92.0,88.0,87.0,89.0,92.0,11.0,89.0,88.0,15.0,9.0,11.0,19.0,
2022,H5422,,66.0,66.0,99.0,87.0,,100.0,90.0,68.0,0.57,91.0,75.0,71.0,95.0,77.0,82.0,,44.0,,,43.0,36.0,52.0,,,93.0,87.0,87.0,65.0,95.0,78.0,63.0,89.0,,,98.0,0.57,,91.0,75.0,89.0,78.0,77.0,79.0,36.0,84.0,79.0,26.0,17.0,18.0,26.0,20.0
2022,H5425,,73.0,76.0,98.0,84.0,,97.0,99.0,81.0,0.09,91.0,92.0,83.0,99.0,78.0,82.0,,52.0,,,81.0,8.0,55.0,59.0,,100.0,87.0,91.0,58.0,96.0,77.0,79.0,78.0,,,97.0,0.09,,92.0,99.0,59.0,87.0,88.0,89.0,8.0,89.0,86.0,22.0,12.0,17.0,17.0,
2022,H5427,,67.0,84.0,97.0,85.0,,98.0,98.0,87.0,0.09,90.0,85.0,88.0,98.0,79.0,83.0,,43.0,,,83.0,14.0,52.0,82.0,,99.0,86.0,88.0,58.0,100.0,85.0,92.0,84.0,,,92.0,0.09,,92.0,76.0,83.0,87.0,89.0,89.0,14.0,89.0,90.0,17.0,13.0,19.0,36.0,10.0
2022,H5430,,57.0,62.0,97.0,85.0,,,,54.0,0.91,89.0,70.0,76.0,95.0,77.0,83.0,,41.0,,,71.0,19.0,42.0,,,97.0,85.0,85.0,51.0,97.0,74.0,,78.0,,,95.0,0.91,,90.0,93.0,84.0,82.0,84.0,80.0,19.0,87.0,81.0,,,,,
2022,H5431,,51.0,80.0,99.0,91.0,,,,82.0,0.07,94.0,83.0,87.0,99.0,82.0,92.0,,,,,82.0,14.0,65.0,51.0,,99.0,95.0,94.0,,99.0,85.0,,90.0,,,98.0,0.07,,,75.0,88.0,91.0,94.0,94.0,14.0,93.0,92.0,5.0,19.0,19.0,20.0,
2022,H5433,,71.0,67.0,94.0,84.0,,91.0,90.0,68.0,0.11,,75.0,73.0,96.0,79.0,84.0,,,,,59.0,29.0,46.0,,,89.0,86.0,86.0,,100.0,,53.0,77.0,,,87.0,0.11,,92.0,95.0,90.0,91.0,88.0,93.0,29.0,86.0,79.0,,,,,
2022,H5434,,75.0,78.0,98.0,87.0,,,,83.0,0.11,89.0,78.0,80.0,94.0,79.0,85.0,,50.0,,,65.0,9.0,53.0,58.0,,94.0,88.0,85.0,55.0,91.0,80.0,,82.0,,,92.0,0.11,,89.0,96.0,81.0,86.0,85.0,88.0,9.0,82.0,80.0,31.0,13.0,16.0,13.0,18.0
2022,H5435,,73.0,59.0,100.0,87.0,,,,64.0,0.21,,78.0,61.0,95.0,78.0,84.0,,40.0,,,45.0,10.0,37.0,27.0,,100.0,86.0,83.0,47.0,98.0,81.0,,80.0,,,100.0,0.21,,92.0,93.0,77.0,88.0,88.0,88.0,10.0,83.0,77.0,37.0,8.0,7.0,9.0,8.0
2022,H5439,,69.0,66.0,97.0,85.0,,,,75.0,0.17,90.0,90.0,82.0,93.0,80.0,85.0,,48.0,,,62.0,9.0,51.0,42.0,,95.0,85.0,83.0,48.0,93.0,70.0,,77.0,,,95.0,0.17,,90.0,84.0,93.0,88.0,86.0,88.0,9.0,80.0,78.0,22.0,13.0,18.0,41.0,8.0
2022,H5447,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,
2022,H5454,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,89.0,,,,,,,,,,,,
2022,H5471,,50.0,77.0,99.0,87.0,,97.0,97.0,77.0,0.28,92.0,81.0,85.0,99.0,78.0,83.0,,,,,76.0,23.0,58.0,85.0,,97.0,90.0,90.0,72.0,96.0,88.0,91.0,81.0,,,98.0,0.28,,91.0,74.0,82.0,81.0,84.0,86.0,23.0,91.0,89.0,10.0,13.0,21.0,40.0,
2022,H5475,,69.0,64.0,97.0,85.0,,87.0,89.0,66.0,0.39,,65.0,73.0,97.0,79.0,82.0,,45.0,,,57.0,15.0,43.0,12.0,,99.0,86.0,85.0,60.0,95.0,65.0,30.0,81.0,,,95.0,0.39,,91.0,94.0,86.0,81.0,81.0,83.0,15.0,86.0,84.0,22.0,23.0,34.0,42.0,
2022,H5496,,65.0,53.0,88.0,,,48.0,50.0,44.0,0.79,,81.0,42.0,95.0,66.0,,,,,,24.0,53.0,52.0,,,71.0,,81.0,46.0,78.0,,,,,,77.0,0.79,,,76.0,83.0,82.0,86.0,86.0,53.0,86.0,92.0,12.0,,26.0,49.0,
2022,H5521,,81.0,77.0,100.0,87.0,,,,80.0,0.09,91.0,82.0,74.0,97.0,80.0,85.0,,45.0,,,86.0,6.0,50.0,50.0,,98.0,87.0,88.0,53.0,97.0,79.0,,84.0,,,96.0,0.09,,90.0,96.0,72.0,87.0,87.0,88.0,6.0,84.0,82.0,29.0,11.0,19.0,13.0,
2022,H5522,,80.0,73.0,100.0,88.0,,,,72.0,0.08,93.0,86.0,76.0,94.0,82.0,85.0,,46.0,,,87.0,7.0,45.0,45.0,,98.0,88.0,89.0,59.0,96.0,78.0,,85.0,,,96.0,0.08,,93.0,95.0,75.0,88.0,88.0,91.0,7.0,88.0,84.0,31.0,10.0,18.0,17.0,
2022,H5525,,73.0,71.0,100.0,89.0,,97.0,99.0,77.0,0.15,90.0,86.0,69.0,94.0,82.0,87.0,,46.0,,,83.0,15.0,46.0,50.0,,97.0,87.0,87.0,45.0,96.0,81.0,82.0,82.0,,,98.0,0.15,,92.0,90.0,84.0,87.0,87.0,88.0,15.0,87.0,82.0,32.0,12.0,19.0,19.0,
2022,H5526,,86.0,84.0,97.0,86.0,,,,85.0,0.08,92.0,87.0,81.0,96.0,82.0,87.0,,53.0,,,56.0,2.0,55.0,60.0,,100.0,89.0,92.0,55.0,90.0,85.0,,92.0,,,95.0,0.08,,94.0,99.0,79.0,89.0,88.0,91.0,2.0,89.0,85.0,47.0,6.0,8.0,6.0,6.0
2022,H5528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
